device_id,device_type,os,manufacturer,network_operator,user_id,name,age,location,data_usage,network_speed,connection_duration,session_start_time,cell_id,signal_strength,latency,jitter,packet_loss
4300,smartphone,Windows,Huawei,Vodafone,9182,Nicholas Lee,27,"(Decimal('-27.1334285'), Decimal('-87.160320'))",38.6,256.3,5302,2024-06-10 16:48:30.021705,339,-43.52,78.03,27.34,2.19
1031,IoT device,Android,Huawei,Verizon,5341,Stephanie Mooney,48,"(Decimal('-70.809195'), Decimal('172.476662'))",39.33,83.86,4023,2024-06-02 10:39:37.722831,695,-56.29,51.68,48.44,3.3
9279,smartphone,Windows,Apple,Vodafone,2886,Elizabeth Ray,65,"(Decimal('84.9815365'), Decimal('-77.998946'))",19.59,509.29,1298,2024-09-17 15:16:57.944485,233,-56.63,15.15,33.81,2.9
2183,router,Windows,Nokia,Vodafone,2455,Hannah Daniels,39,"(Decimal('-19.113702'), Decimal('-129.924187'))",35.92,883.37,3829,2024-01-31 08:56:02.173716,486,-62.38,40.4,30.19,1.4
5937,smartphone,iOS,Nokia,AT&T,6042,Keith Evans,41,"(Decimal('49.1369015'), Decimal('39.074122'))",32.2,37.57,1513,2024-02-17 05:24:17.398510,952,-112.29,96.03,19.49,1.74
3910,router,iOS,Nokia,AT&T,6901,Rebecca Moses DDS,54,"(Decimal('3.4013255'), Decimal('-97.209451'))",36.56,818.97,3490,2024-06-29 11:52:15.286417,181,-79.01,13.26,11.93,2.86
3463,router,iOS,Apple,Verizon,5613,Anthony French,47,"(Decimal('37.2276995'), Decimal('14.419766'))",25.97,375.39,6934,2024-06-27 21:41:51.740898,208,-106.62,57.74,17.99,3.59
9652,IoT device,Windows,Apple,Vodafone,704,Ms. Emma Mckinney,21,"(Decimal('43.861038'), Decimal('109.588501'))",6.35,808.52,2444,2024-03-20 23:20:04.979414,816,-96.39,43.7,8.13,3.79
5393,router,Android,Huawei,AT&T,7706,Daniel Vargas,48,"(Decimal('-80.5526735'), Decimal('-89.452113'))",36.05,176.33,2118,2024-09-12 00:20:35.279605,829,-46.0,3.08,8.69,3.02
2202,smartphone,Android,Huawei,Vodafone,9682,Francisco Bryant,72,"(Decimal('38.932588'), Decimal('39.843189'))",14.08,881.58,6397,2024-08-31 05:50:42.798500,384,-52.23,73.83,31.67,2.52
7172,router,Windows,Sony,Verizon,9098,Louis Hurst,52,"(Decimal('-88.8764515'), Decimal('107.115633'))",30.44,905.62,4257,2024-01-24 15:11:12.267910,14,-47.82,13.72,22.34,0.77
3822,smartphone,Android,Sony,T-Mobile,5145,Christopher Mcneil,55,"(Decimal('85.6081015'), Decimal('173.558366'))",8.68,104.43,3250,2024-07-05 03:20:03.101636,912,-79.85,26.36,28.3,1.21
4984,router,Android,Samsung,Vodafone,9689,Brady Brewer,51,"(Decimal('45.7031205'), Decimal('-108.969816'))",21.8,634.71,6150,2024-01-28 10:21:20.747286,344,-116.72,46.88,47.95,1.08
8050,smartphone,Android,Huawei,Verizon,9807,Raymond Collins,34,"(Decimal('-65.0094955'), Decimal('157.307208'))",45.91,730.94,1692,2024-09-24 06:52:21.461043,756,-112.14,79.99,17.45,0.45
7286,smartphone,Android,Samsung,Verizon,2520,Cassie Nixon,44,"(Decimal('-61.5731955'), Decimal('-55.049263'))",38.78,77.83,4958,2024-06-30 15:12:24.746635,629,-112.96,11.72,46.23,2.49
9601,smartphone,Windows,Sony,Verizon,4730,Adam Jones,66,"(Decimal('-68.257143'), Decimal('170.417965'))",15.95,77.08,6181,2024-05-02 10:48:34.841660,821,-56.69,13.1,18.59,4.59
3707,IoT device,Windows,Samsung,AT&T,3796,Jeffrey Rodriguez,77,"(Decimal('-10.413845'), Decimal('-146.086959'))",5.73,265.37,5122,2024-08-02 05:45:02.469664,133,-90.69,88.64,10.63,4.41
8407,IoT device,Windows,Sony,T-Mobile,1386,Paula Watson,71,"(Decimal('46.6567485'), Decimal('-105.784198'))",2.48,393.2,3957,2024-02-24 11:15:56.488378,221,-69.26,56.77,43.51,2.4
1376,smartphone,Android,Apple,Verizon,9122,Nathan Smith,44,"(Decimal('3.911595'), Decimal('120.384591'))",35.46,188.09,3167,2024-06-25 01:05:15.733608,764,-110.56,71.85,17.69,0.6
5994,IoT device,Android,Huawei,T-Mobile,8828,Michael Avery,68,"(Decimal('-8.4560695'), Decimal('70.849707'))",5.35,22.13,3165,2024-02-26 06:09:33.078651,336,-68.68,82.13,33.63,2.17
4385,IoT device,Android,Nokia,T-Mobile,4890,Michelle Perry,69,"(Decimal('20.349338'), Decimal('18.977840'))",1.34,795.94,6189,2024-09-18 21:34:59.435156,5,-119.71,49.31,46.56,4.61
8373,router,Android,Apple,Verizon,5485,Shannon Olson,79,"(Decimal('39.8069185'), Decimal('38.373142'))",40.63,221.87,4052,2024-04-04 01:43:15.451643,638,-76.32,84.54,40.89,3.39
3468,IoT device,Android,Samsung,T-Mobile,424,Andrea Osborne,77,"(Decimal('-32.3593265'), Decimal('87.776694'))",33.67,83.0,160,2024-07-23 22:29:38.928920,53,-80.21,13.92,27.62,2.55
3923,router,Android,Apple,Verizon,9543,Amy Mendoza,72,"(Decimal('-36.8400175'), Decimal('-86.295137'))",0.47,804.7,5337,2024-07-30 00:04:32.212621,398,-53.53,43.66,5.74,1.58
9525,router,Android,Sony,T-Mobile,6698,Catherine Rojas,35,"(Decimal('-27.4059745'), Decimal('-41.047793'))",3.22,686.69,6689,2024-03-21 19:20:32.614279,81,-75.16,49.42,43.46,1.82
3234,router,Android,Nokia,AT&T,7594,Danielle Morgan,74,"(Decimal('71.763007'), Decimal('25.476041'))",21.33,678.35,2883,2024-02-14 19:17:07.559646,85,-93.06,65.41,17.29,1.9
5747,IoT device,Windows,Sony,Vodafone,8245,George Garcia,31,"(Decimal('-0.007773'), Decimal('7.308453'))",10.48,240.71,6138,2024-09-22 03:03:14.140563,904,-72.27,28.12,20.87,4.78
3561,smartphone,Android,Huawei,Verizon,8058,Eric Macdonald,34,"(Decimal('-16.806796'), Decimal('-164.367874'))",6.92,269.66,6932,2024-01-08 00:19:39.239965,677,-103.7,2.66,49.05,3.16
5678,router,iOS,Sony,AT&T,5994,James Meadows,63,"(Decimal('45.180628'), Decimal('25.779580'))",29.17,350.56,5539,2024-03-04 07:10:45.500257,71,-84.37,32.53,44.82,3.61
2505,IoT device,iOS,Huawei,Verizon,4060,Michelle Clark,71,"(Decimal('-89.034417'), Decimal('-164.075106'))",32.18,111.07,1745,2024-03-20 04:45:47.589993,172,-115.97,67.82,34.2,1.37
3327,router,iOS,Apple,Verizon,268,Michael Osborne,33,"(Decimal('13.180544'), Decimal('-9.276407'))",43.68,926.98,6319,2024-05-25 10:42:02.414701,739,-97.7,47.84,19.96,0.39
1592,router,iOS,Samsung,Vodafone,946,Susan Rodriguez,52,"(Decimal('28.447052'), Decimal('-57.634811'))",15.57,462.97,649,2024-02-19 21:33:42.544455,121,-111.19,59.17,47.18,4.36
6632,router,Android,Nokia,T-Mobile,3853,Thomas Williams,40,"(Decimal('38.4471115'), Decimal('154.722394'))",43.66,986.76,630,2024-04-21 02:10:55.943817,827,-102.69,2.07,28.5,4.55
1865,router,Android,Sony,Verizon,7795,Daniel Cordova,71,"(Decimal('53.7640645'), Decimal('91.698721'))",16.78,96.24,126,2024-01-20 09:41:59.504623,877,-42.97,29.58,18.36,2.38
9959,smartphone,Windows,Huawei,T-Mobile,5680,Mr. Marvin Horton,29,"(Decimal('-38.1454875'), Decimal('51.770688'))",40.47,88.1,4472,2024-04-14 05:57:17.159650,810,-88.97,63.92,2.96,0.48
9263,smartphone,Android,Huawei,AT&T,7415,Benjamin Garcia,22,"(Decimal('18.2208775'), Decimal('-142.224686'))",33.01,922.56,5954,2024-08-05 07:34:39.801196,146,-76.23,93.05,37.33,0.63
1064,router,Android,Huawei,Vodafone,888,Adrian Cannon,63,"(Decimal('-49.077042'), Decimal('-28.653668'))",3.91,315.38,5691,2024-01-23 18:37:02.328635,960,-107.76,39.52,0.71,0.03
5080,IoT device,Windows,Nokia,Vodafone,9834,John Ward,46,"(Decimal('-42.849619'), Decimal('-115.621465'))",38.29,754.94,2195,2024-06-09 01:23:51.664466,786,-42.25,51.6,27.11,4.98
2874,smartphone,Android,Nokia,AT&T,2988,Tammy Anderson,44,"(Decimal('75.734805'), Decimal('-171.006241'))",1.98,462.2,2741,2024-09-11 09:40:55.874484,110,-96.72,21.64,41.24,1.99
7963,router,Windows,Huawei,AT&T,8822,Carolyn Camacho,24,"(Decimal('-31.6999905'), Decimal('-159.293787'))",46.41,210.93,3158,2024-07-15 02:17:45.307616,93,-95.94,50.05,14.39,2.54
2802,router,Android,Huawei,Vodafone,6331,Jessica Miller,53,"(Decimal('44.6491295'), Decimal('-100.819861'))",5.53,679.26,5862,2024-03-28 21:48:51.925472,398,-99.9,15.07,42.33,4.52
8663,router,iOS,Sony,Vodafone,8613,Donald Hall,75,"(Decimal('13.766211'), Decimal('-87.109004'))",15.75,704.16,6932,2024-03-19 01:33:16.143333,278,-104.84,34.13,7.28,0.08
9734,smartphone,Android,Samsung,Verizon,7502,Erica Lewis,32,"(Decimal('-26.8557475'), Decimal('-93.723398'))",45.06,291.87,4599,2024-04-11 16:31:54.459366,584,-117.83,3.46,30.65,4.41
2604,router,Android,Apple,T-Mobile,9493,Tammy Diaz,36,"(Decimal('-22.218871'), Decimal('-42.370780'))",17.85,392.79,7084,2024-08-29 04:10:36.713608,19,-66.42,55.57,34.03,4.72
1961,smartphone,Android,Apple,Verizon,1386,Patricia Waller,34,"(Decimal('76.143309'), Decimal('176.916380'))",12.05,642.33,2436,2024-07-30 17:59:13.097948,776,-82.75,70.75,18.51,2.77
2462,router,Android,Huawei,Vodafone,4666,Michael Donaldson,22,"(Decimal('-5.6102535'), Decimal('151.449199'))",9.61,75.7,4536,2024-04-06 07:15:59.145397,654,-88.14,58.45,1.82,0.62
4110,IoT device,iOS,Apple,AT&T,9395,Peter Smith,27,"(Decimal('-70.1573065'), Decimal('128.938886'))",49.94,698.41,727,2024-07-05 14:39:59.892947,94,-113.37,34.41,41.09,0.19
2891,router,Android,Huawei,AT&T,6659,Patricia Nielsen,47,"(Decimal('11.185917'), Decimal('4.828296'))",22.41,354.37,4348,2024-03-23 07:52:36.975363,667,-65.71,20.07,23.62,2.97
2049,router,iOS,Huawei,Verizon,4835,Bob Walker,59,"(Decimal('79.9195155'), Decimal('29.486071'))",21.86,788.14,6188,2024-03-30 19:59:17.302480,245,-101.67,53.42,4.83,3.36
9418,smartphone,iOS,Sony,AT&T,6929,Theresa Dunn,52,"(Decimal('-13.832611'), Decimal('-5.437295'))",35.2,898.25,4939,2024-03-05 13:57:49.490684,104,-116.67,71.82,27.08,1.27
5962,IoT device,Android,Nokia,AT&T,7551,Caitlin Yu,20,"(Decimal('-19.3929305'), Decimal('-73.366603'))",45.28,459.17,3740,2024-08-15 23:05:14.454190,993,-59.07,99.66,25.33,3.31
9718,smartphone,Android,Huawei,Verizon,9303,Willie James,61,"(Decimal('-36.3036945'), Decimal('-79.493920'))",11.51,314.25,762,2024-04-23 13:35:26.424552,505,-63.99,55.21,27.94,3.48
4787,IoT device,iOS,Samsung,Vodafone,1820,Kristin West,74,"(Decimal('-41.553122'), Decimal('-156.238253'))",32.6,695.89,6725,2024-06-22 08:36:41.369462,136,-117.94,99.75,6.13,2.81
5992,smartphone,iOS,Samsung,Verizon,7970,Sophia Johnson,77,"(Decimal('-79.1387485'), Decimal('56.074854'))",24.02,991.11,1305,2024-07-27 23:51:45.818260,813,-41.56,9.23,25.46,3.18
6408,IoT device,iOS,Huawei,Verizon,7057,Christopher Gilbert,45,"(Decimal('-13.5377315'), Decimal('82.320250'))",1.59,666.79,3737,2024-07-20 06:52:20.823575,627,-95.48,21.81,11.31,0.77
5754,router,Android,Huawei,Vodafone,7054,Michael Fitzgerald,57,"(Decimal('-37.1489435'), Decimal('124.704262'))",47.09,260.45,5864,2024-06-22 22:05:54.530794,458,-80.44,74.39,28.71,1.56
6860,IoT device,iOS,Nokia,Verizon,1330,Courtney Mitchell,56,"(Decimal('-54.3510675'), Decimal('-174.438230'))",45.57,633.74,6504,2024-08-03 19:57:51.792888,504,-108.61,40.67,14.48,4.04
2983,IoT device,Android,Sony,AT&T,3139,Shane Owens,31,"(Decimal('-19.132327'), Decimal('30.800197'))",19.79,875.21,2180,2024-05-10 19:29:45.484396,698,-104.7,3.97,49.74,1.79
6276,IoT device,Windows,Apple,T-Mobile,8475,Anthony Wells,77,"(Decimal('-13.387802'), Decimal('12.807480'))",28.31,827.78,1015,2024-09-14 18:06:22.609261,380,-55.36,3.48,3.55,3.1
2403,smartphone,iOS,Sony,Vodafone,9675,Brenda Lamb,38,"(Decimal('-64.9001545'), Decimal('-84.650150'))",13.02,765.5,2290,2024-08-30 15:05:05.208203,119,-67.93,96.5,43.17,1.9
7963,router,iOS,Huawei,AT&T,5856,Michael Morgan,66,"(Decimal('81.0834285'), Decimal('44.313213'))",39.49,732.77,3587,2024-09-22 19:06:03.819765,406,-60.92,87.46,9.18,1.97
3677,IoT device,Android,Sony,AT&T,8464,Deanna Bailey,18,"(Decimal('-45.3614095'), Decimal('-80.192406'))",47.59,588.96,3604,2024-01-13 20:47:59.495761,901,-60.74,93.51,34.52,4.26
3387,IoT device,iOS,Nokia,Vodafone,6868,Derek Lee,32,"(Decimal('22.2069125'), Decimal('129.946631'))",5.22,896.09,5741,2024-02-15 13:12:08.956405,97,-75.15,59.07,12.97,2.5
5350,IoT device,Android,Apple,AT&T,7075,Jack Nixon,32,"(Decimal('79.7284825'), Decimal('38.658023'))",44.54,845.61,460,2024-08-03 21:46:14.503038,112,-40.27,66.85,16.9,1.13
1482,router,Android,Nokia,AT&T,7305,Marvin Deleon,78,"(Decimal('-46.2367885'), Decimal('-132.245580'))",49.29,973.41,3332,2024-03-10 14:38:31.808005,630,-111.36,83.99,1.54,4.35
8595,smartphone,Android,Samsung,Vodafone,5945,Andre Harvey,32,"(Decimal('30.9470425'), Decimal('115.447456'))",37.17,347.3,7074,2024-07-25 22:47:00.149859,993,-105.21,62.18,22.58,0.28
1242,IoT device,iOS,Apple,T-Mobile,4484,Jesse Mcintyre,28,"(Decimal('65.036334'), Decimal('-139.427057'))",18.24,361.0,1246,2024-08-16 04:03:53.965302,885,-65.54,43.07,39.7,3.86
3767,smartphone,Windows,Nokia,Verizon,3486,Teresa Henderson,43,"(Decimal('-15.1114905'), Decimal('-10.796275'))",17.24,355.02,3496,2024-04-20 07:53:31.247366,25,-112.29,19.81,16.64,1.44
8525,IoT device,Windows,Samsung,Vodafone,6078,Megan Berry,66,"(Decimal('-60.528381'), Decimal('-154.296445'))",15.54,319.18,5627,2024-03-04 15:46:29.331000,235,-93.71,70.44,45.86,1.09
2823,IoT device,iOS,Apple,T-Mobile,2560,Rhonda Bradshaw,31,"(Decimal('-36.320927'), Decimal('68.028988'))",48.31,215.63,3917,2024-08-31 21:37:13.110988,597,-49.36,41.47,28.96,1.41
1532,smartphone,iOS,Huawei,Vodafone,9968,Lori Burns,62,"(Decimal('34.5461025'), Decimal('172.399698'))",44.53,122.32,2426,2024-07-07 22:20:27.303369,773,-98.38,65.95,31.15,1.88
3326,IoT device,Windows,Samsung,Vodafone,6863,Melissa Goodwin,40,"(Decimal('-73.7148685'), Decimal('-6.587650'))",42.31,361.23,2833,2024-07-25 16:27:11.813430,413,-92.32,91.75,42.48,0.55
5710,IoT device,Windows,Apple,Verizon,9637,Jon Schultz,62,"(Decimal('-64.127537'), Decimal('-164.975102'))",30.09,976.7,3343,2024-06-03 13:38:04.154038,130,-91.04,1.06,35.06,2.11
2959,smartphone,Android,Apple,Vodafone,1481,Dr. Dawn Parker,26,"(Decimal('35.737256'), Decimal('10.066645'))",39.3,109.19,781,2024-06-19 19:09:43.058720,975,-118.63,57.16,41.1,3.63
4917,router,Android,Sony,AT&T,4566,Sheri Smith,49,"(Decimal('28.5566145'), Decimal('-22.337291'))",9.85,586.08,5021,2024-07-25 00:19:18.833084,985,-79.91,22.9,4.98,4.75
2992,IoT device,iOS,Samsung,Vodafone,6593,Lisa Wells,68,"(Decimal('13.350192'), Decimal('-158.667025'))",48.96,530.3,584,2024-09-24 14:22:23.952131,557,-87.22,82.18,30.94,2.86
7586,smartphone,Android,Apple,AT&T,954,Breanna Sanchez,48,"(Decimal('28.103989'), Decimal('-69.919661'))",39.75,107.68,6338,2024-04-28 03:33:12.054455,886,-60.47,62.84,7.38,2.23
9261,router,iOS,Sony,T-Mobile,3527,Amy Patterson,42,"(Decimal('-77.792317'), Decimal('71.939758'))",27.95,26.64,1741,2024-07-26 06:06:25.098734,76,-42.52,60.52,38.59,0.59
2001,IoT device,iOS,Huawei,Verizon,8954,Mary Villegas,62,"(Decimal('87.3975665'), Decimal('-145.062812'))",31.08,811.91,1273,2024-06-20 04:04:52.458795,5,-93.28,24.03,28.73,2.98
6531,smartphone,Windows,Huawei,Vodafone,3763,Chris Perez,57,"(Decimal('-42.1012125'), Decimal('-78.194865'))",38.05,943.6,6790,2024-05-03 21:57:24.756720,774,-110.84,72.93,49.81,0.43
3524,IoT device,iOS,Sony,T-Mobile,1280,Martin Key,66,"(Decimal('86.1571545'), Decimal('-64.846160'))",4.16,664.44,2238,2024-02-23 02:42:59.263960,708,-50.03,73.03,46.09,0.82
3313,router,Windows,Apple,AT&T,6556,Dawn Smith,62,"(Decimal('28.337912'), Decimal('-168.911506'))",14.16,660.73,3385,2024-07-19 23:53:56.473468,883,-73.57,4.41,15.04,4.02
9735,router,iOS,Huawei,Verizon,4449,Jennifer Hicks,48,"(Decimal('-39.051320'), Decimal('-19.923330'))",10.32,915.82,6638,2024-08-13 21:18:00.690071,915,-91.56,12.85,0.13,2.69
2868,IoT device,Android,Huawei,T-Mobile,9256,Ariel Mcgee,31,"(Decimal('78.2172935'), Decimal('-19.273097'))",11.59,231.74,3989,2024-04-17 13:32:33.398346,590,-96.6,82.84,45.62,0.94
3122,router,iOS,Samsung,Vodafone,3689,Cynthia Henry,77,"(Decimal('23.2098495'), Decimal('-34.747505'))",11.6,592.78,5866,2024-07-27 06:09:49.608787,487,-53.36,44.17,45.26,3.58
7986,IoT device,Windows,Huawei,Vodafone,5937,Kathryn Vaughn,24,"(Decimal('-10.651239'), Decimal('-128.449709'))",37.42,159.88,5967,2024-06-03 05:19:30.753873,766,-80.29,45.44,25.21,3.71
5259,router,Windows,Huawei,Vodafone,4358,Sharon Schmitt,23,"(Decimal('78.890146'), Decimal('35.112489'))",33.13,967.87,2176,2024-05-20 14:39:59.835001,281,-79.51,4.2,23.1,2.32
1373,router,iOS,Apple,T-Mobile,7637,David Klein,72,"(Decimal('-31.280274'), Decimal('-10.988616'))",32.01,879.02,4903,2024-02-02 23:12:31.095842,913,-107.48,18.84,46.9,4.49
8196,router,iOS,Nokia,Vodafone,6896,Karen Davenport,43,"(Decimal('-43.0321235'), Decimal('-136.687736'))",20.01,885.28,7099,2024-02-11 11:50:44.116683,181,-57.3,36.02,22.64,4.52
7154,IoT device,iOS,Sony,Verizon,1747,Karen Conley DDS,66,"(Decimal('-46.016159'), Decimal('65.245523'))",45.49,945.68,4193,2024-09-09 01:11:53.408060,131,-119.25,51.77,1.92,0.93
8378,router,Windows,Sony,T-Mobile,8311,Tracey Mitchell,41,"(Decimal('-88.331928'), Decimal('4.774153'))",15.86,111.43,466,2024-05-17 19:05:43.048594,952,-88.87,54.53,5.48,0.19
7717,smartphone,iOS,Sony,Verizon,1380,Sierra Christian,72,"(Decimal('27.6127565'), Decimal('-107.439144'))",29.77,772.62,5414,2024-08-31 08:17:58.747024,921,-42.77,74.47,16.76,2.32
9788,IoT device,Android,Sony,AT&T,6785,Crystal Ortega,44,"(Decimal('84.6014935'), Decimal('49.587926'))",43.11,580.63,4452,2024-01-18 06:52:05.966689,578,-116.78,54.62,37.34,4.81
7013,IoT device,Android,Huawei,T-Mobile,3522,Benjamin Nguyen,58,"(Decimal('49.2044795'), Decimal('-9.748802'))",9.31,210.21,1871,2024-04-03 13:03:58.741614,7,-111.87,8.24,38.25,0.72
9764,smartphone,Android,Apple,AT&T,9853,Lauren Williams,74,"(Decimal('6.781038'), Decimal('179.384116'))",49.62,164.33,1124,2024-02-02 18:16:27.425307,485,-119.17,37.9,35.42,1.21
6914,IoT device,Android,Samsung,T-Mobile,609,Elizabeth Ashley,38,"(Decimal('-8.0578585'), Decimal('38.561232'))",27.71,147.97,3220,2024-07-10 12:48:25.122107,337,-71.52,91.57,19.93,3.87
9862,IoT device,iOS,Huawei,Verizon,5880,Travis Peters,52,"(Decimal('15.803871'), Decimal('-147.578076'))",47.47,291.34,3627,2024-07-15 00:02:02.507396,912,-66.33,60.43,16.93,3.41
8041,router,iOS,Apple,Verizon,2849,Carlos Rose,22,"(Decimal('-25.918856'), Decimal('115.177383'))",5.21,776.37,5954,2024-07-28 13:46:54.334368,774,-93.01,61.59,4.6,0.22
2506,router,iOS,Sony,AT&T,7343,Anthony Brown,73,"(Decimal('-80.332136'), Decimal('101.528733'))",4.39,154.82,289,2024-01-22 08:23:20.641694,375,-78.17,33.79,40.71,3.84
8131,router,iOS,Huawei,AT&T,3174,Wayne Barker,44,"(Decimal('8.2675425'), Decimal('94.759206'))",8.78,284.16,2300,2024-02-20 05:42:04.581502,127,-62.17,84.82,35.97,4.59
7482,IoT device,Android,Samsung,Vodafone,1605,Ryan Hale,76,"(Decimal('-4.571696'), Decimal('-75.640261'))",41.41,77.24,5908,2024-06-27 19:41:33.098581,676,-88.91,48.64,34.89,2.99
2053,IoT device,iOS,Nokia,Verizon,6112,Emily Rosario,41,"(Decimal('-51.6978275'), Decimal('55.986189'))",9.04,287.5,5874,2024-08-08 09:27:49.623184,62,-118.25,58.81,35.99,2.44
3778,router,Android,Sony,Vodafone,2156,Steven Williams,33,"(Decimal('-4.5052555'), Decimal('178.149181'))",46.15,775.44,2568,2024-02-24 18:40:57.191720,148,-59.61,32.37,10.59,0.94
9380,smartphone,Windows,Sony,T-Mobile,1762,Mark Thompson,80,"(Decimal('-87.7866545'), Decimal('7.275529'))",34.8,800.01,91,2024-08-24 11:24:47.945537,546,-103.95,1.26,15.24,0.68
3658,smartphone,Android,Nokia,Vodafone,4910,Nancy Martin,45,"(Decimal('83.1890065'), Decimal('56.269419'))",6.47,309.19,1339,2024-03-13 05:56:54.347661,689,-79.08,48.79,15.04,1.76
1243,router,Android,Nokia,Vodafone,931,Daniel Smith,49,"(Decimal('42.3097325'), Decimal('-8.189265'))",19.15,855.98,4054,2024-09-09 16:18:18.571826,127,-114.96,50.29,39.54,4.08
1075,smartphone,Android,Huawei,T-Mobile,8131,Jacob James,31,"(Decimal('-67.5079815'), Decimal('26.954270'))",6.4,823.49,4873,2024-09-12 12:59:32.291764,577,-47.04,98.41,4.42,4.41
3782,IoT device,Windows,Samsung,AT&T,6515,Susan Melton,78,"(Decimal('43.063604'), Decimal('178.447920'))",25.56,966.2,5805,2024-04-27 23:20:52.290772,121,-60.33,94.24,48.2,3.59
7132,router,iOS,Huawei,AT&T,4418,Ricky Murphy,65,"(Decimal('11.1370605'), Decimal('-37.468064'))",31.42,501.47,6543,2024-09-07 22:24:06.010211,266,-82.21,7.47,33.89,1.16
1437,router,Windows,Sony,AT&T,9629,Jesse Vincent,59,"(Decimal('19.5757445'), Decimal('100.876081'))",25.66,923.34,7037,2024-04-12 23:48:48.732187,490,-45.69,28.76,24.69,4.8
2126,smartphone,iOS,Samsung,T-Mobile,9078,William Jones,40,"(Decimal('-34.7815695'), Decimal('-75.879873'))",33.78,397.93,1550,2024-01-07 18:18:23.233289,260,-64.02,13.75,21.09,2.56
6820,smartphone,Windows,Apple,T-Mobile,9548,Mark Ross,36,"(Decimal('45.498276'), Decimal('-23.722629'))",25.28,460.74,4846,2024-04-09 10:49:24.801437,950,-79.44,46.88,41.66,4.36
7474,router,Android,Nokia,Verizon,4526,Patricia Hicks,77,"(Decimal('52.0202595'), Decimal('-123.419326'))",5.51,93.51,2420,2024-06-07 08:31:55.712090,79,-72.06,30.66,35.28,4.06
7817,router,Windows,Sony,AT&T,7084,Caroline Peterson,71,"(Decimal('-70.0759695'), Decimal('-107.118726'))",19.65,980.45,2489,2024-08-03 01:56:59.021434,434,-104.03,91.22,21.93,1.37
3186,IoT device,iOS,Huawei,Vodafone,6105,Jillian Collins,64,"(Decimal('29.671368'), Decimal('-44.341481'))",50.0,250.14,4671,2024-01-21 17:48:53.132178,574,-98.53,17.58,34.39,3.4
9042,IoT device,Android,Huawei,T-Mobile,1415,Mary Wright,42,"(Decimal('57.3619495'), Decimal('-122.739462'))",31.03,646.55,682,2024-06-27 16:20:06.516700,328,-112.87,90.36,42.58,3.57
5529,smartphone,Android,Nokia,Verizon,333,Rebecca Robinson,73,"(Decimal('82.7290245'), Decimal('-149.802411'))",42.34,491.47,4141,2024-01-18 23:19:52.849299,743,-101.77,26.79,3.85,0.21
1304,IoT device,Android,Apple,T-Mobile,8046,Randy Flores,78,"(Decimal('-85.753761'), Decimal('138.257067'))",32.72,759.58,6063,2024-03-12 01:13:42.261408,89,-97.27,11.85,17.04,0.88
4617,IoT device,Android,Samsung,T-Mobile,3201,Thomas Figueroa,27,"(Decimal('75.127555'), Decimal('75.956006'))",47.61,752.57,2304,2024-02-12 19:16:43.652894,829,-97.58,59.26,0.13,1.16
9079,smartphone,Android,Nokia,T-Mobile,3786,Jimmy Wong,69,"(Decimal('-18.118367'), Decimal('83.162001'))",38.63,911.03,2514,2024-07-16 00:54:09.341347,990,-107.18,79.17,37.35,0.14
5016,IoT device,Android,Nokia,Vodafone,6099,Jenna Butler,52,"(Decimal('58.8134385'), Decimal('59.623137'))",4.45,899.76,874,2024-06-10 05:16:41.836445,568,-84.05,17.31,34.63,0.58
6690,IoT device,iOS,Apple,AT&T,1833,Jerry Elliott,26,"(Decimal('85.4958335'), Decimal('-62.107027'))",36.31,890.69,3688,2024-09-20 18:21:26.345742,94,-92.3,53.91,11.73,3.11
1335,IoT device,Android,Sony,AT&T,9345,Alexis Thomas,22,"(Decimal('-1.495090'), Decimal('-179.363175'))",11.36,614.46,387,2024-04-06 11:38:04.857663,891,-65.96,57.8,40.84,4.94
8968,router,iOS,Nokia,AT&T,7774,Morgan Harrington,52,"(Decimal('-73.384328'), Decimal('40.520266'))",47.04,217.02,1006,2024-01-21 19:39:36.790329,695,-118.33,94.54,29.02,2.37
2072,smartphone,Android,Huawei,AT&T,5378,John Murray,76,"(Decimal('33.796349'), Decimal('115.019856'))",7.65,538.52,3627,2024-01-14 05:56:34.181194,653,-95.06,90.12,47.7,1.89
7000,router,Windows,Nokia,Vodafone,2087,Erin Douglas,21,"(Decimal('22.502704'), Decimal('147.169120'))",26.17,914.28,5337,2024-08-19 14:20:57.128130,158,-103.51,62.14,41.06,4.75
1040,IoT device,Android,Apple,T-Mobile,8546,Peter Jarvis,50,"(Decimal('23.0490195'), Decimal('-146.950965'))",10.84,20.75,2269,2024-01-12 11:04:32.685269,452,-64.23,1.78,39.11,3.38
1232,router,iOS,Huawei,Verizon,4759,Samuel Anderson MD,60,"(Decimal('-74.3131655'), Decimal('-70.330631'))",31.26,812.29,3934,2024-02-22 09:04:29.402726,952,-57.36,39.19,12.32,3.11
1780,smartphone,Android,Apple,AT&T,1260,Richard Smith,76,"(Decimal('19.6156185'), Decimal('107.914923'))",13.56,419.29,4611,2024-03-26 03:55:52.530766,968,-118.98,72.99,14.99,1.79
1942,smartphone,Windows,Nokia,AT&T,2625,Nicole Jenkins,74,"(Decimal('-48.091870'), Decimal('85.623488'))",22.5,906.75,3676,2024-02-19 22:35:20.545214,661,-113.77,59.96,28.46,3.56
